,Country,Sex,Age,Marital status
64372,Syrian Arab Republic,Women,41,Divorced
64373,Israel,Men,70,Married
64374,Austria,Men,67,Single
64375,Mayotte,Men,16,Single
64376,Lesotho,Men,99,Married
64377,Romania,Women,23,Single
64378,Azerbaijan,Women,53,Married
64379,Djibouti,Men,51,Married
64380,Bahrain,Women,28,Married
64381,South Sudan,Men,81,Single
64382,Israel,Men,60,Married
64383,Australia,Men,65,Married
64384,Réunion,Women,52,Married
64385,Poland,Women,95,Married
64386,South Sudan,Men,48,Married
64387,Lithuania,Men,75,Married
64388,Lithuania,Women,46,Married
64389,Aruba,Men,35,Married
64390,Czech Republic,Women,64,Married
64391,Botswana,Men,78,Married
64392,Netherlands,Men,23,Single
64393,Brunei Darussalam,Women,91,Single
64394,Belgium,Women,28,Single
64395,San Marino,Women,63,Married
64396,Romania,Men,45,Married
64397,Belize,Men,28,Married
64398,Brunei Darussalam,Women,21,Single
64399,Romania,Men,98,Married
64400,Mayotte,Men,53,Married
64401,Germany,Women,66,Single
64402,Mexico,Men,29,Single
64403,Ecuador,Men,88,Married
64404,Mexico,Men,52,Married
64405,Poland,Men,92,Married
64406,Slovenia,Women,55,Married
64407,Gibraltar,Men,50,Married
64408,Libya,Women,74,Single
64409,Finland,Women,89,Married
64410,United Kingdom,Men,40,Married
64411,Malta,Women,16,Single
64412,Albania,Women,85,Single
64413,Norway,Men,47,Single
64414,Austria,Men,77,Married
64415,Liberia,Women,45,Married
64416,Croatia,Women,90,Single
64417,Russian Federation,Men,72,Married
64418,Bermuda,Men,94,Single
64419,Czech Republic,Women,65,Married
64420,Costa Rica,Women,58,Single
64421,Estonia,Women,38,Divorced
64422,Malaysia,Women,59,Married
64423,Antigua and Barbuda,Men,55,Single
64424,Aruba,Men,30,Married
64425,Costa Rica,Men,47,Married
64426,Australia,Men,55,Married
64427,Kyrgyzstan,Men,56,Married
64428,Albania,Men,29,Married
64429,Spain,Women,91,Married
64430,Mayotte,Women,51,Single
64431,Montenegro,Women,54,Divorced
64432,Brunei Darussalam,Women,99,Single
64433,Philippines,Women,84,Single
64434,Turks and Caicos Islands,Women,79,Married
64435,Philippines,Women,46,Married
64436,Swaziland,Women,65,Married
64437,Bulgaria,Men,43,Single
64438,Cyprus,Men,82,Married
64439,Austria,Men,59,Married
64440,Mongolia,Men,39,Single
64441,Belize,Women,15,Single
64442,Mayotte,Women,42,Married
64443,Morocco,Women,51,Married
64444,Costa Rica,Women,15,Single
64445,Malta,Women,23,Single
64446,Russian Federation,Women,77,Single
64447,France,Men,78,Married
64448,United Arab Emirates,Women,77,Married
64449,Chile,Women,47,Married
64450,Brunei Darussalam,Women,61,Single
64451,Austria,Women,26,Single
64452,South Sudan,Men,58,Married
64453,Turks and Caicos Islands,Women,68,Single
64454,Tajikistan,Women,74,Married
64455,Belize,Men,57,Single
64456,South Sudan,Men,44,Single
64457,Belize,Men,94,Single
64458,Tajikistan,Women,41,Single
64459,State of Palestine,Men,93,Married
64460,Croatia,Women,93,Married
64461,Italy,Women,39,Married
64462,Uruguay,Men,62,Married
64463,Iran (Islamic Republic of),Men,24,Single
64464,Syrian Arab Republic,Women,83,Married
64465,Mongolia,Women,74,Single
64466,Bermuda,Men,43,Single
64467,New Caledonia,Men,41,Married
64468,Liberia,Men,90,Divorced
64469,Montenegro,Women,72,Married
64470,Bahrain,Men,80,Married
64471,Indonesia,Women,37,Married
64472,Yemen,Men,26,Married
64473,Syrian Arab Republic,Women,43,Married
64474,Russian Federation,Men,57,Married
64475,Bermuda,Men,24,Single
64476,Suriname,Women,73,Married
64477,New Zealand,Men,86,Married
64478,Sweden,Men,85,Married
64479,Norway,Women,39,Married
64480,New Caledonia,Women,34,Single
64481,Russian Federation,Women,89,Single
64482,Greece,Men,41,Married
64483,Belgium,Women,24,Single
64484,Hungary,Women,48,Married
64485,Estonia,Women,75,Single
64486,Republic of Korea,Women,78,Married
64487,Indonesia,Men,18,Single
64488,Netherlands Antilles,Men,16,Single
64489,Libya,Women,60,Single
64490,Botswana,Women,46,Married
64491,Democratic People's Republic of  of Korea,Men,60,Married
64492,Italy,Men,85,Married
64493,Latvia,Men,33,Married
64494,Republic of Korea,Women,38,Married
64495,Liberia,Men,16,Single
64496,Ireland,Women,35,Married
64497,Sudan,Women,76,Divorced
64498,Latvia,Women,83,Divorced
64499,Russian Federation,Women,75,Single
64500,Bermuda,Women,44,Divorced
64501,Saint Lucia,Men,76,Single
64502,French Guiana,Men,33,Single
64503,Morocco,Men,63,Married
64504,Argentina,Men,47,Married
64505,Czech Republic,Women,91,Married
64506,Venezuela (Bolivarian Republic of),Men,99,Married
64507,Panama,Women,99,Single
64508,Mozambique,Women,73,Single
64509,Singapore,Men,72,Married
64510,Croatia,Women,63,Married
64511,Belarus,Men,50,Single
64512,Azerbaijan,Men,81,Single
64513,Antigua and Barbuda,Men,28,Single
64514,Canada,Women,19,Single
64515,Syrian Arab Republic,Men,96,Married
64516,Greece,Men,51,Single
64517,Botswana,Men,58,Married
64518,Uruguay,Men,31,Married
64519,Mongolia,Men,83,Married
64520,Mozambique,Men,50,Married
64521,Syrian Arab Republic,Men,42,Single
64522,Tajikistan,Men,59,Married
64523,New Caledonia,Men,42,Single
64524,Russian Federation,Men,20,Single
64525,"China, Hong Kong SAR",Men,65,Married
64526,Netherlands,Women,36,Single
64527,Costa Rica,Men,23,Single
64528,Cyprus,Women,75,Married
64529,San Marino,Women,34,Married
64530,Ecuador,Men,46,Single
64531,Cayman Islands,Women,27,Single
64532,Suriname,Women,81,Single
64533,Palau,Men,22,Single
64534,New Caledonia,Women,42,Married
64535,Gibraltar,Men,98,Married
64536,Australia,Men,22,Single
64537,Thailand,Women,49,Divorced
64538,United Arab Emirates,Women,94,Married
64539,Ireland,Women,34,Married
64540,Hungary,Men,31,Divorced
64541,Bermuda,Men,76,Married
64542,Suriname,Women,90,Single
64543,China,Men,52,Divorced
64544,Lithuania,Men,49,Married
64545,France,Men,16,Single
64546,Sweden,Women,15,Single
64547,Finland,Men,30,Single
64548,Mexico,Men,89,Single
64549,Italy,Men,20,Single
64550,Greece,Women,18,Single
64551,Saint Vincent and the Grenadines,Men,97,Single
64552,Cuba,Women,32,Married
64553,Latvia,Women,73,Divorced
64554,Montenegro,Women,27,Single
64555,Albania,Men,20,Single
64556,Bahrain,Women,43,Married
64557,Antigua and Barbuda,Men,54,Married
64558,Montenegro,Men,31,Single
64559,Thailand,Men,46,Married
64560,France,Women,17,Single
64561,Belize,Women,89,Single
64562,Albania,Women,44,Married
64563,Democratic People's Republic of  of Korea,Women,73,Single
64564,State of Palestine,Women,74,Married
64565,Saint Vincent and the Grenadines,Women,90,Single
64566,Peru,Men,33,Single
64567,Luxembourg,Women,37,Married
64568,Botswana,Men,38,Single
64569,Russian Federation,Men,53,Married
64570,Azerbaijan,Women,42,Single
64571,Netherlands,Women,33,Married
64572,Lithuania,Women,37,Divorced
64573,Romania,Women,96,Married
64574,Hungary,Women,97,Divorced
64575,Poland,Men,38,Divorced
64576,Kyrgyzstan,Women,40,Married
64577,Lithuania,Women,95,Married
64578,United Arab Emirates,Men,31,Married
64579,Anguilla,Women,62,Married
64580,Montenegro,Women,22,Married
64581,Lithuania,Women,96,Married
64582,Brunei Darussalam,Men,92,Married
64583,Réunion,Men,79,Divorced
64584,Costa Rica,Men,63,Married
64585,Czech Republic,Men,27,Single
64586,Liechtenstein,Women,25,Single
64587,Brunei Darussalam,Women,97,Single
64588,Slovenia,Men,79,Single
64589,Mexico,Men,79,Married
64590,Canada,Women,55,Married
64591,Panama,Men,99,Married
64592,Venezuela (Bolivarian Republic of),Men,55,Married
64593,Réunion,Men,91,Single
64594,Botswana,Men,74,Married
64595,Dominica,Women,69,Single
64596,Slovakia,Men,42,Married
64597,Yemen,Men,58,Married
64598,Czech Republic,Women,56,Married
64599,Turks and Caicos Islands,Women,73,Single
64600,Slovenia,Women,73,Single
64601,France,Men,87,Single
64602,Poland,Women,25,Married
64603,Croatia,Women,64,Married
64604,Singapore,Men,79,Married
64605,Liechtenstein,Women,43,Married
64606,Bulgaria,Women,82,Single
64607,Malaysia,Men,71,Single
64608,Oman,Men,84,Married
64609,Montenegro,Women,31,Married
64610,Saint Lucia,Women,92,Single
64611,Argentina,Men,52,Married
64612,Japan,Men,50,Married
64613,Saint Vincent and the Grenadines,Women,64,Single
64614,Iran (Islamic Republic of),Women,38,Married
64615,Greenland,Men,22,Single
64616,Australia,Men,61,Married
64617,Tonga,Women,63,Single
64618,Antigua and Barbuda,Men,43,Married
64619,Kyrgyzstan,Women,16,Single
64620,Russian Federation,Women,49,Married
64621,Netherlands,Men,55,Divorced
64622,Liechtenstein,Women,54,Divorced
64623,Greenland,Men,53,Single
64624,Djibouti,Men,32,Married
64625,Jamaica,Women,63,Married
64626,Australia,Women,67,Married
64627,Belize,Women,95,Single
64628,Lao People's Democratic Republic,Women,41,Married
64629,Slovakia,Men,39,Married
64630,"China, Hong Kong SAR",Women,62,Married
64631,Romania,Men,98,Married
64632,"China, Hong Kong SAR",Women,56,Married
64633,Uruguay,Women,86,Single
64634,Belarus,Men,18,Single
64635,Botswana,Men,98,Married
64636,Palau,Women,23,Single
64637,Dominica,Women,94,Married
64638,Russian Federation,Men,15,Single
64639,Russian Federation,Women,66,Married
64640,Bulgaria,Women,35,Single
64641,China,Women,83,Single
64642,Cuba,Men,74,Married
64643,Greenland,Men,21,Single
64644,Iran (Islamic Republic of),Men,68,Married
64645,Lesotho,Women,19,Single
64646,Syrian Arab Republic,Women,43,Married
64647,Russian Federation,Men,93,Married
64648,Panama,Men,73,Single
64649,Lao People's Democratic Republic,Women,37,Married
64650,Gibraltar,Women,95,Single
64651,Hungary,Women,69,Single
64652,Lebanon,Women,89,Married
64653,San Marino,Women,81,Married
64654,Thailand,Women,87,Single
64655,Bulgaria,Women,68,Single
64656,Luxembourg,Women,66,Divorced
64657,Switzerland,Men,77,Married
64658,Philippines,Men,79,Single
64659,Lesotho,Women,16,Married
64660,Djibouti,Men,99,Married
64661,Australia,Men,72,Married
64662,Venezuela (Bolivarian Republic of),Women,16,Single
64663,Belarus,Women,80,Single
64664,Netherlands,Men,47,Married
64665,French Polynesia,Women,49,Single
64666,Latvia,Women,98,Single
64667,Spain,Men,55,Married
64668,Japan,Women,40,Married
64669,Finland,Women,38,Married
64670,Peru,Men,56,Married
64671,Netherlands Antilles,Women,45,Single
64672,Malaysia,Men,61,Married
64673,Montenegro,Men,46,Married
64674,Iran (Islamic Republic of),Men,98,Married
64675,Mongolia,Men,63,Married
64676,Réunion,Men,80,Married
64677,Iran (Islamic Republic of),Women,48,Married
64678,El Salvador,Women,84,Single
64679,Saint Lucia,Women,96,Single
64680,Indonesia,Men,95,Single
64681,Denmark,Women,55,Married
64682,El Salvador,Men,25,Single
64683,New Caledonia,Men,33,Single
64684,Libya,Men,57,Single
64685,Syrian Arab Republic,Women,44,Married
64686,Trinidad and Tobago,Women,27,Single
64687,San Marino,Men,40,Married
64688,Philippines,Women,75,Single
64689,Greece,Men,23,Single
64690,Dominica,Men,67,Single
64691,French Guiana,Women,99,Single
64692,Anguilla,Men,36,Single
64693,Denmark,Women,76,Married
64694,Croatia,Men,53,Married
64695,Saint Lucia,Women,40,Single
64696,Netherlands,Women,84,Single
64697,Belize,Women,47,Married
64698,Thailand,Women,64,Married
64699,Libya,Women,53,Married
64700,Cyprus,Women,65,Married
64701,Oman,Women,70,Married
64702,Syrian Arab Republic,Women,22,Single
64703,Norway,Men,23,Single
64704,Kyrgyzstan,Women,65,Single
64705,Greece,Men,59,Married
64706,Czech Republic,Women,20,Single
64707,Netherlands,Men,84,Single
64708,China,Women,76,Married
64709,Slovenia,Men,34,Married
64710,Djibouti,Women,96,Married
64711,Democratic People's Republic of  of Korea,Men,44,Married
64712,Poland,Men,54,Married
64713,Saint Lucia,Women,69,Married
64714,New Zealand,Men,30,Single
64715,Greenland,Men,87,Single
64716,Iran (Islamic Republic of),Women,41,Married
64717,"China, Hong Kong SAR",Men,83,Married
64718,State of Palestine,Men,15,Single
64719,Syrian Arab Republic,Men,70,Married
64720,China,Women,83,Married
64721,Latvia,Men,57,Married
64722,Czech Republic,Women,25,Single
64723,Australia,Women,51,Married
64724,Tajikistan,Women,95,Single
64725,Jamaica,Women,25,Married
64726,Slovakia,Men,94,Married
64727,Hungary,Women,70,Single
64728,Mayotte,Men,30,Married
64729,Estonia,Men,97,Single
64730,Liberia,Men,22,Single
64731,Uruguay,Women,39,Married
64732,France,Women,99,Divorced
64733,Japan,Women,16,Single
64734,"China, Hong Kong SAR",Men,48,Married
64735,Algeria,Women,39,Single
64736,Belgium,Women,98,Single
64737,Poland,Women,58,Married
64738,Sudan,Men,57,Married
64739,Iran (Islamic Republic of),Women,38,Married
64740,Israel,Women,38,Married
64741,Canada,Women,35,Single
64742,Indonesia,Men,98,Married
64743,Denmark,Women,62,Married
64744,Yemen,Men,97,Married
64745,Anguilla,Women,96,Single
64746,Indonesia,Women,27,Single
64747,Norway,Men,78,Single
64748,Slovenia,Women,41,Divorced
64749,Azerbaijan,Men,33,Married
64750,Japan,Men,41,Married
64751,Saint Lucia,Women,97,Single
64752,United Kingdom,Men,94,Married
64753,Chile,Women,41,Single
64754,Saudi Arabia,Men,95,Married
64755,Mongolia,Women,74,Single
64756,Hungary,Women,50,Divorced
64757,San Marino,Women,85,Single
64758,Cuba,Women,70,Single
64759,Azerbaijan,Men,60,Married
64760,Lesotho,Men,88,Married
64761,Cyprus,Men,81,Married
64762,Cuba,Women,52,Married
64763,Gibraltar,Women,45,Married
64764,Chile,Women,43,Married
64765,Belarus,Women,98,Single
64766,Thailand,Women,68,Married
64767,Venezuela (Bolivarian Republic of),Women,69,Married
64768,Palau,Women,81,Single
64769,Mayotte,Men,34,Married
64770,Netherlands Antilles,Women,33,Single
64771,Ecuador,Men,99,Married
64772,Slovenia,Women,22,Single
64773,"China, Hong Kong SAR",Women,88,Single
64774,Ireland,Men,76,Married
64775,Mozambique,Men,43,Single
64776,Liberia,Women,90,Single
64777,Botswana,Women,53,Single
64778,United Kingdom,Women,50,Single
64779,Gibraltar,Men,46,Married
64780,Gibraltar,Women,32,Married
64781,Germany,Men,47,Married
64782,Belgium,Men,71,Married
64783,Saint Lucia,Men,24,Single
64784,Jamaica,Men,78,Married
64785,Liechtenstein,Men,50,Married
64786,Aruba,Women,26,Married
64787,Mongolia,Women,74,Married
64788,Slovakia,Men,31,Married
64789,Gibraltar,Men,60,Married
64790,Australia,Men,18,Single
64791,Cuba,Women,23,Single
64792,State of Palestine,Men,89,Married
64793,United Arab Emirates,Women,47,Single
64794,Estonia,Women,51,Divorced
64795,Cyprus,Men,38,Single
64796,Israel,Men,18,Single
64797,Belize,Men,96,Married
64798,Bahrain,Men,65,Married
64799,United Kingdom,Women,74,Single
64800,Morocco,Men,91,Married
64801,Mexico,Women,44,Married
64802,Malaysia,Women,54,Married
64803,Aruba,Men,69,Married
64804,Estonia,Women,32,Divorced
64805,Finland,Women,82,Married
64806,Anguilla,Men,57,Married
64807,Cayman Islands,Women,63,Married
64808,Swaziland,Men,78,Married
64809,Saudi Arabia,Women,97,Single
64810,Palau,Men,85,Single
64811,Brazil,Women,41,Married
64812,Gibraltar,Women,58,Married
64813,Liberia,Men,99,Married
64814,Morocco,Women,75,Married
64815,Réunion,Women,28,Single
64816,Tonga,Men,81,Single
64817,Latvia,Women,34,Divorced
64818,Japan,Women,82,Married
64819,Swaziland,Men,68,Married
64820,Brazil,Men,73,Married
64821,Philippines,Men,53,Married
64822,Bahrain,Men,49,Married
64823,Romania,Men,57,Single
64824,Ireland,Men,44,Single
64825,Bermuda,Men,45,Married
64826,Brazil,Women,30,Married
64827,Liberia,Men,29,Married
64828,Greenland,Women,36,Divorced
64829,Antigua and Barbuda,Women,56,Single
64830,Belize,Men,64,Married
64831,Anguilla,Women,62,Single
64832,Costa Rica,Women,28,Single
64833,Kyrgyzstan,Men,93,Single
64834,Belarus,Women,23,Married
64835,Greenland,Men,74,Single
64836,Ireland,Women,31,Single
64837,Belize,Men,99,Married
64838,China,Women,74,Single
64839,Malta,Women,54,Married
64840,Saudi Arabia,Women,79,Single
64841,Czech Republic,Men,84,Divorced
64842,Morocco,Women,33,Married
64843,Yemen,Men,41,Married
64844,Ireland,Women,38,Married
64845,Botswana,Men,81,Single
64846,Lao People's Democratic Republic,Men,44,Married
64847,Denmark,Men,92,Married
64848,Latvia,Men,97,Single
64849,Democratic People's Republic of  of Korea,Women,64,Single
64850,Palau,Women,70,Single
64851,Aruba,Men,63,Married
64852,Bermuda,Women,91,Single
64853,El Salvador,Men,78,Single
64854,Czech Republic,Men,60,Divorced
64855,United Arab Emirates,Men,28,Single
64856,Hungary,Women,16,Single
64857,Algeria,Men,83,Married
64858,Malaysia,Women,89,Single
64859,Netherlands,Men,19,Single
64860,Latvia,Women,29,Single
64861,Suriname,Women,76,Single
64862,Germany,Men,61,Married
64863,Brazil,Women,86,Married
64864,Cyprus,Women,54,Married
64865,Australia,Women,22,Single
64866,Japan,Women,51,Married
64867,Mexico,Men,74,Married
64868,Réunion,Men,55,Single
64869,Kyrgyzstan,Men,48,Married
64870,"China, Hong Kong SAR",Women,83,Single
64871,Trinidad and Tobago,Men,34,Married
64872,Hungary,Women,87,Single
64873,Cayman Islands,Women,81,Divorced
64874,Malaysia,Women,28,Single
64875,Albania,Women,25,Single
64876,China,Women,32,Married
64877,Iran (Islamic Republic of),Women,55,Married
64878,Mayotte,Men,45,Married
64879,Venezuela (Bolivarian Republic of),Men,60,Married
64880,Argentina,Men,39,Single
64881,Belize,Women,55,Married
64882,Brunei Darussalam,Men,39,Married
64883,El Salvador,Men,49,Single
64884,Sweden,Women,82,Single
64885,Russian Federation,Men,29,Divorced
64886,Greece,Women,65,Single
64887,Sudan,Men,45,Married
64888,Mozambique,Men,95,Single
64889,Philippines,Women,57,Single
64890,Antigua and Barbuda,Women,18,Single
64891,San Marino,Men,98,Married
64892,Suriname,Men,83,Single
64893,Croatia,Women,21,Single
64894,Germany,Men,71,Married
64895,Brunei Darussalam,Women,26,Married
64896,Panama,Men,24,Single
64897,Liberia,Women,19,Single
64898,Mayotte,Women,28,Single
64899,Dominica,Men,65,Single
64900,Anguilla,Men,78,Married
64901,Brazil,Men,98,Married
64902,Brazil,Men,81,Married
64903,Chile,Women,53,Single
64904,Libya,Women,83,Single
64905,Romania,Women,88,Single
64906,Cayman Islands,Women,34,Married
64907,Brazil,Women,71,Married
64908,Austria,Men,43,Married
64909,France,Women,90,Single
64910,Trinidad and Tobago,Men,25,Single
64911,Bahrain,Men,17,Single
64912,Brunei Darussalam,Women,86,Single
64913,Switzerland,Women,80,Single
64914,Greenland,Men,48,Single
64915,Antigua and Barbuda,Women,27,Married
64916,Algeria,Women,37,Married
64917,Kuwait,Women,34,Married
64918,Turks and Caicos Islands,Women,53,Married
64919,Tonga,Women,40,Married
64920,Saint Vincent and the Grenadines,Men,98,Single
64921,Oman,Women,37,Married
64922,Thailand,Men,72,Married
64923,France,Women,97,Single
64924,"China, Hong Kong SAR",Men,44,Single
64925,New Caledonia,Men,45,Single
64926,Brazil,Men,55,Married
64927,New Zealand,Men,17,Single
64928,Brunei Darussalam,Women,34,Married
64929,Latvia,Women,65,Single
64930,Chile,Women,53,Married
64931,Mexico,Women,40,Single
64932,Azerbaijan,Men,40,Married
64933,Malta,Men,75,Married
64934,New Zealand,Women,54,Married
64935,Slovenia,Men,80,Married
64936,Mongolia,Women,55,Married
64937,Switzerland,Women,45,Married
64938,Morocco,Women,90,Single
64939,Jamaica,Men,58,Married
64940,Ecuador,Men,49,Married
64941,Tajikistan,Men,97,Married
64942,Jamaica,Women,32,Single
